filing_date,tx_date,elapsed_days,issuer_cik,issuer_name,filer_cik,filer_type,shares,price_on_tx,amount_usd_approx,accession
2026-08-27,2026-08-26,19,0001809196,Immatics N.V.,0001224962,전문 펀드,863060,,,0001193125-26-371237
