publication_date,meeting_date,committee,sponsor_raw,drug_raw,mapped_ticker,mapped_name,eligible,exclusion_reason,document_number,html_url,title
2022-06-08,,,,,,,False,no_meeting_date,2022-12369,https://www.federalregister.gov/documents/2022/06/08/2022-12369/advisory-committee-drug-safety-and-risk-management-advisory-committee-renewal,Advisory Committee; Drug Safety and Risk Management Advisory Committee; Renewal
2022-06-08,,Pulmonary-Allergy Drugs Advisory Committee,,,,,False,no_meeting_date,2022-12370,https://www.federalregister.gov/documents/2022/06/08/2022-12370/advisory-committee-pulmonary-allergy-drugs-advisory-committee-renewal,Advisory Committee; Pulmonary-Allergy Drugs Advisory Committee; Renewal
2022-06-13,,,,,,,False,no_meeting_date,2022-12655,https://www.federalregister.gov/documents/2022/06/13/2022-12655/advisory-committee-science-advisory-board-to-the-national-center-for-toxicological-research-renewal,Advisory Committee; Science Advisory Board to the National Center for Toxicological Research; Renewal
2022-06-30,2022-08-29,,,,,,True,,2022-13954,https://www.federalregister.gov/documents/2022/06/30/2022-13954/general-and-plastic-surgery-devices-reclassification-of-optical-diagnostic-devices-for-melanoma,"General and Plastic Surgery Devices; Reclassification of Optical Diagnostic Devices for Melanoma Detection and Electrical Impedance Spectrometers, To Be Renamed Computer-Aided Devices Which Provide Ad"
2022-07-01,2022-08-15,Endocrinologic and Metabolic Drugs Advisory Committee,,,,,True,,2022-14135,https://www.federalregister.gov/documents/2022/07/01/2022-14135/request-for-nominations-for-individuals-and-consumer-organizations-for-advisory-committees,Request for Nominations for Individuals and Consumer Organizations for Advisory Committees
2022-07-06,,,,,,,False,no_meeting_date,2022-14346,https://www.federalregister.gov/documents/2022/07/06/2022-14346/advisory-committee-pharmacy-compounding-advisory-committee-renewal,Advisory Committee; Pharmacy Compounding Advisory Committee; Renewal
2022-07-06,2022-08-05,,,,,,True,,2022-14359,https://www.federalregister.gov/documents/2022/07/06/2022-14359/request-for-nominations-on-public-advisory-panels-of-the-medical-devices-advisory-committee,Request for Nominations on Public Advisory Panels of the Medical Devices Advisory Committee
2022-07-11,2022-07-11,,,,,,False,short_lead,2022-14680,https://www.federalregister.gov/documents/2022/07/11/2022-14680/xellia-pharmaceuticals-usa-llc-withdrawal-of-approval-of-an-abbreviated-new-drug-application-for,"Xellia Pharmaceuticals USA, LLC; Withdrawal of Approval of an Abbreviated New Drug Application for Bacitracin for Injection"
2022-07-21,2022-09-22,Oncologic Drugs Advisory Committee,,,,,True,,2022-15609,https://www.federalregister.gov/documents/2022/07/21/2022-15609/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-07-28,2022-10-26,,,,,,True,,2022-16166,https://www.federalregister.gov/documents/2022/07/28/2022-16166/laser-assisted-in-situ-keratomileusis-lasers-patient-labeling-recommendations-draft-guidance-for,Laser-Assisted In Situ Keratomileusis Lasers-Patient Labeling Recommendations; Draft Guidance for Industry and Food and Drug Administration Staff; Availability
2022-08-03,2022-09-07,Peripheral and Central Nervous System Drugs Advisory Committee,,,,,True,,2022-16570,https://www.federalregister.gov/documents/2022/08/03/2022-16570/peripheral-and-central-nervous-system-drugs-advisory-committee-notice-of-meeting-establishment-of-a,Peripheral and Central Nervous System Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-08-03,2022-08-24,,,Protonitazene,,,True,,2022-16572,https://www.federalregister.gov/documents/2022/08/03/2022-16572/international-drug-scheduling-convention-on-psychotropic-substances-single-convention-on-narcotic,International Drug Scheduling; Convention on Psychotropic Substances; Single Convention on Narcotic Drugs; ADB-BUTINACA; Adinazolam; Bromazolam; Protonitazene (Propoxynitazene); Etazene (Etodesnitazen
2022-08-03,,,,,,,False,no_meeting_date,2022-16577,https://www.federalregister.gov/documents/2022/08/03/2022-16577/advisory-committee-blood-products-advisory-committee-renewal,Advisory Committee; Blood Products Advisory Committee; Renewal
2022-08-09,,,,,,,False,no_meeting_date,2022-17052,https://www.federalregister.gov/documents/2022/08/09/2022-17052/advisory-committee-allergenic-products-advisory-committee-renewal,"Advisory Committee; Allergenic Products Advisory Committee, Renewal"
2022-08-09,2022-09-22,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-17059,https://www.federalregister.gov/documents/2022/08/09/2022-17059/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-08-10,2022-10-11,,,,,,True,,2022-17151,https://www.federalregister.gov/documents/2022/08/10/2022-17151/agency-information-collection-activities-proposed-collection-comment-request-mammography-quality,Agency Information Collection Activities; Proposed Collection; Comment Request; Mammography Quality Standards Act Requirements
2022-08-17,2022-10-17,,,,,,True,,2022-17230,https://www.federalregister.gov/documents/2022/08/17/2022-17230/medical-devices-ear-nose-and-throat-devices-establishing-over-the-counter-hearing-aids,"Medical Devices; Ear, Nose, and Throat Devices; Establishing Over-the-Counter Hearing Aids"
2022-08-17,2022-10-17,,,,,,True,,2022-17642,https://www.federalregister.gov/documents/2022/08/17/2022-17642/hydrogen-peroxide-based-contact-lens-care-products-consumer-labeling-recommendations-premarket,Hydrogen Peroxide-Based Contact Lens Care Products: Consumer Labeling Recommendations-Premarket Notification (510(k)) Submissions; Draft Guidance for Industry and Food and Drug Administration Staff; A
2022-08-17,2022-11-03,,,,,,True,,2022-17715,https://www.federalregister.gov/documents/2022/08/17/2022-17715/proposal-to-withdraw-approval-of-makena-hearing,Proposal To Withdraw Approval of MAKENA; Hearing
2022-08-18,2022-10-06,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-17784,https://www.federalregister.gov/documents/2022/08/18/2022-17784/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-08-23,2022-11-02,,,,,,True,,2022-18087,https://www.federalregister.gov/documents/2022/08/23/2022-18087/pharmaceutical-science-and-clinical-pharmacology-advisory-committee-notice-of-meeting-establishment,Pharmaceutical Science and Clinical Pharmacology Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-08-23,2022-10-31,Endocrinologic and Metabolic Drugs Advisory Committee,,,,,True,,2022-18143,https://www.federalregister.gov/documents/2022/08/23/2022-18143/endocrinologic-and-metabolic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public,Endocrinologic and Metabolic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-02,2022-10-20,,,,,,True,,2022-19030,https://www.federalregister.gov/documents/2022/09/02/2022-19030/clinical-chemistry-and-clinical-toxicology-devices-panel-of-the-medical-devices-advisory-committee,Clinical Chemistry and Clinical Toxicology Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-02,2022-10-28,Oncologic Drugs Advisory Committee,,,,,True,,2022-19047,https://www.federalregister.gov/documents/2022/09/02/2022-19047/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-06,2022-10-26,Cardiovascular and Renal Drugs Advisory Committee,,,,,True,,2022-19156,https://www.federalregister.gov/documents/2022/09/06/2022-19156/cardiovascular-and-renal-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Cardiovascular and Renal Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-06,2022-11-08,Pulmonary-Allergy Drugs Advisory Committee,,,,,True,,2022-19159,https://www.federalregister.gov/documents/2022/09/06/2022-19159/pulmonary-allergy-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Pulmonary-Allergy Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-08,2022-10-06,Pulmonary-Allergy Drugs Advisory Committee,,,,,True,,2022-19385,https://www.federalregister.gov/documents/2022/09/08/2022-19385/pulmonary-allergy-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Pulmonary-Allergy Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-13,2022-11-18,Nonprescription Drugs Advisory Committee,,,,,True,,2022-19718,https://www.federalregister.gov/documents/2022/09/13/2022-19718/joint-meeting-of-the-nonprescription-drugs-advisory-committee-and-the-obstetrics-reproductive-and,"Joint Meeting of the Nonprescription Drugs Advisory Committee and the Obstetrics, Reproductive and Urologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for C"
2022-09-13,2022-10-13,,,,,,True,,2022-19736,https://www.federalregister.gov/documents/2022/09/13/2022-19736/public-information,Public Information
2022-09-13,2022-09-13,,,VIOXX,,,False,short_lead,2022-19740,https://www.federalregister.gov/documents/2022/09/13/2022-19740/merck-sharp-and-dohme-corp-withdrawal-of-approval-of-new-drug-applications-for-vioxx-rofecoxib,Merck Sharp & Dohme Corp.; Withdrawal of Approval of New Drug Applications for VIOXX (Rofecoxib) Tablets and Suspension
2022-09-15,2022-11-01,,,,,,True,,2022-19943,https://www.federalregister.gov/documents/2022/09/15/2022-19943/anesthesiology-and-respiratory-therapy-devices-panel-of-the-medical-devices-advisory-committee,Anesthesiology and Respiratory Therapy Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-15,2022-09-15,,,,,,False,short_lead,2022-19995,https://www.federalregister.gov/documents/2022/09/15/2022-19995/determination-that-bacitracin-for-injection-10000-unitsvial-and-50000-unitsvial-was-withdrawn-from,"Determination That Bacitracin for Injection, 10,000 Units/Vial and 50,000 Units/Vial, Was Withdrawn From Sale for Reasons of Safety or Effectiveness"
2022-09-19,2022-11-16,Cardiovascular and Renal Drugs Advisory Committee,,,,,True,,2022-20198,https://www.federalregister.gov/documents/2022/09/19/2022-20198/cardiovascular-and-renal-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Cardiovascular and Renal Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-22,,,,,,,False,no_meeting_date,2022-20516,https://www.federalregister.gov/documents/2022/09/22/2022-20516/advisory-committee-arthritis-advisory-committee-renewal,Advisory Committee; Arthritis Advisory Committee; Renewal
2022-09-22,2022-11-22,Oncologic Drugs Advisory Committee,,,,,True,,2022-20524,https://www.federalregister.gov/documents/2022/09/22/2022-20524/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-09-27,2022-11-28,,,,,,True,,2022-20866,https://www.federalregister.gov/documents/2022/09/27/2022-20866/request-for-nominations-for-voting-members-on-the-tobacco-products-scientific-advisory-committee,Request for Nominations for Voting Members on the Tobacco Products Scientific Advisory Committee
2022-09-28,2022-09-28,,,,,,False,short_lead,2022-20985,https://www.federalregister.gov/documents/2022/09/28/2022-20985/clinical-chemistry-and-clinical-toxicology-devices-panel-of-the-medical-devices-advisory-committee,Clinical Chemistry and Clinical Toxicology Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments; Amendment of Notice
2022-09-28,2022-10-28,,,,,,True,,2022-20990,https://www.federalregister.gov/documents/2022/09/28/2022-20990/request-for-nominations-on-the-tobacco-products-scientific-advisory-committee-small-business-pool,Request for Nominations on the Tobacco Products Scientific Advisory Committee-Small Business Pool
2022-09-28,2022-11-28,,,,,,True,,2022-21088,https://www.federalregister.gov/documents/2022/09/28/2022-21088/protection-of-human-subjects-and-institutional-review-boards,Protection of Human Subjects and Institutional Review Boards
2022-09-28,2022-11-28,,,,,,True,,2022-21089,https://www.federalregister.gov/documents/2022/09/28/2022-21089/institutional-review-boards-cooperative-research,Institutional Review Boards; Cooperative Research
2022-09-29,2022-12-28,,,,,,True,,2022-20975,https://www.federalregister.gov/documents/2022/09/29/2022-20975/food-labeling-nutrient-content-claims-definition-of-term-healthy,Food Labeling: Nutrient Content Claims; Definition of Term “Healthy”
2022-10-06,2022-10-26,,,,,,True,,2022-21746,https://www.federalregister.gov/documents/2022/10/06/2022-21746/general-and-plastic-surgery-devices-panel-of-the-medical-devices-advisory-committee-notice-of,General and Plastic Surgery Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-10-06,2022-12-13,Cardiovascular and Renal Drugs Advisory Committee,,,,,True,,2022-21769,https://www.federalregister.gov/documents/2022/10/06/2022-21769/cardiovascular-and-renal-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Cardiovascular and Renal Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-10-06,2022-12-14,Cardiovascular and Renal Drugs Advisory Committee,,,,,True,,2022-21775,https://www.federalregister.gov/documents/2022/10/06/2022-21775/cardiovascular-and-renal-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket,Cardiovascular and Renal Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-10-07,2022-11-10,,,,,,True,,2022-21831,https://www.federalregister.gov/documents/2022/10/07/2022-21831/ophthalmic-devices-panel-of-the-medical-devices-advisory-committee-notice-of-meeting,Ophthalmic Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting
2022-10-11,2022-11-10,,,,,,True,,2022-21932,https://www.federalregister.gov/documents/2022/10/11/2022-21932/proposal-to-refuse-to-approve-a-new-drug-application-supplement-for-hetlioz-tasimelteon-opportunity,Proposal To Refuse To Approve a New Drug Application Supplement for HETLIOZ (Tasimelteon); Opportunity for a Hearing
2022-10-14,2022-11-28,Cardiovascular and Renal Drugs Advisory Committee,,,,,True,,2022-22305,https://www.federalregister.gov/documents/2022/10/14/2022-22305/request-for-nominations-for-individuals-and-consumer-organizations-for-advisory-committees,Request for Nominations for Individuals and Consumer Organizations for Advisory Committees
2022-10-18,2022-12-08,,,,,,True,,2022-22612,https://www.federalregister.gov/documents/2022/10/18/2022-22612/blood-products-advisory-committee-notice-of-meeting,Blood Products Advisory Committee; Notice of Meeting
2022-10-19,2022-11-09,Pulmonary-Allergy Drugs Advisory Committee,,,,,True,,2022-22700,https://www.federalregister.gov/documents/2022/10/19/2022-22700/pulmonary-allergy-drugs-advisory-committee-amendment-of-notice,Pulmonary-Allergy Drugs Advisory Committee; Amendment of Notice
2022-10-24,2022-11-23,,,,,,True,,2022-23028,https://www.federalregister.gov/documents/2022/10/24/2022-23028/agency-information-collection-activities-submission-for-office-of-management-and-budget-review,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Mammography Quality Standards Act Requirements
2022-10-27,2022-10-27,Nonprescription Drugs Advisory Committee,,,,,False,short_lead,2022-23379,https://www.federalregister.gov/documents/2022/10/27/2022-23379/joint-meeting-of-the-nonprescription-drugs-advisory-committee-and-the-obstetrics-reproductive-and,"Joint Meeting of the Nonprescription Drugs Advisory Committee and the Obstetrics, Reproductive and Urologic Drugs Advisory Committee; Postponement of Meeting"
2022-11-09,2022-11-09,Oncologic Drugs Advisory Committee,,,,,False,short_lead,2022-24470,https://www.federalregister.gov/documents/2022/11/09/2022-24470/oncologic-drugs-advisory-committee-cancellation,Oncologic Drugs Advisory Committee; Cancellation
2022-11-16,2023-01-17,,,,,,True,,2022-24874,https://www.federalregister.gov/documents/2022/11/16/2022-24874/safety-and-effectiveness-of-certain-naloxone-hydrochloride-drug-products-for-nonprescription-use,Safety and Effectiveness of Certain Naloxone Hydrochloride Drug Products for Nonprescription Use; Request for Comments
2022-11-22,2022-12-08,,,,,,True,,2022-25405,https://www.federalregister.gov/documents/2022/11/22/2022-25405/science-board-to-the-food-and-drug-administration-advisory-committee-notice-of-meeting,Science Board to the Food and Drug Administration Advisory Committee; Notice of Meeting
2022-11-23,2023-01-23,,,,,,True,,2022-25549,https://www.federalregister.gov/documents/2022/11/23/2022-25549/list-of-bulk-drug-substances-for-which-there-is-a-clinical-need-under-section-503b-of-the-federal,"List of Bulk Drug Substances for Which There is a Clinical Need Under Section 503B of the Federal Food, Drug, and Cosmetic Act"
2022-11-25,2023-01-09,Dermatologic and Ophthalmic Drugs Advisory Committee,,,,,True,,2022-25642,https://www.federalregister.gov/documents/2022/11/25/2022-25642/dermatologic-and-ophthalmic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public,Dermatologic and Ophthalmic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-11-25,2023-01-24,,,,,,True,,2022-25643,https://www.federalregister.gov/documents/2022/11/25/2022-25643/antimicrobial-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request,Antimicrobial Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-11-28,2023-01-27,,,,,,True,,2022-25813,https://www.federalregister.gov/documents/2022/11/28/2022-25813/request-for-nominations-for-voting-members-on-public-advisory-panels-of-the-medical-devices-advisory,Request for Nominations for Voting Members on Public Advisory Panels of the Medical Devices Advisory Committee
2022-12-01,2023-01-30,,,,,,True,,2022-26125,https://www.federalregister.gov/documents/2022/12/01/2022-26125/request-for-nominations-for-voting-members-on-a-public-advisory-committee-technical-electronic,Request for Nominations for Voting Members on a Public Advisory Committee; Technical Electronic Product Radiation Safety Standards Committee
2022-12-05,,Oncologic Drugs Advisory Committee,,,,,False,no_meeting_date,2022-26363,https://www.federalregister.gov/documents/2022/12/05/2022-26363/advisory-committee-oncologic-drugs-advisory-committee-renewal,Advisory Committee; Oncologic Drugs Advisory Committee; Renewal
2022-12-09,2023-03-09,,,,,,True,,2022-26731,https://www.federalregister.gov/documents/2022/12/09/2022-26731/investigational-new-drug-application-annual-reporting,Investigational New Drug Application Annual Reporting
2022-12-13,,Cardiovascular and Renal Drugs Advisory Committee,,,,,False,no_meeting_date,2022-27014,https://www.federalregister.gov/documents/2022/12/13/2022-27014/advisory-committee-cardiovascular-and-renal-drugs-advisory-committee-renewal,Advisory Committee; Cardiovascular and Renal Drugs Advisory Committee; Renewal
2022-12-14,,Endocrinologic and Metabolic Drugs Advisory Committee,,,,,False,no_meeting_date,2022-27022,https://www.federalregister.gov/documents/2022/12/14/2022-27022/advisory-committee-endocrinologic-and-metabolic-drugs-advisory-committee-renewal,Advisory Committee; Endocrinologic and Metabolic Drugs Advisory Committee; Renewal
2022-12-19,2023-01-26,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2022-27428,https://www.federalregister.gov/documents/2022/12/19/2022-27428/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-12-22,2023-02-09,Oncologic Drugs Advisory Committee,,,,,True,,2022-27834,https://www.federalregister.gov/documents/2022/12/22/2022-27834/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2022-12-22,2023-02-21,,,,,,True,,2022-27883,https://www.federalregister.gov/documents/2022/12/22/2022-27883/request-for-nominations-of-voting-members-on-a-public-advisory-committee-national-mammography,Request for Nominations of Voting Members on a Public Advisory Committee; National Mammography Quality Assurance Advisory Committee
2023-01-09,2023-02-15,Nonprescription Drugs Advisory Committee,,,,,True,,2023-00110,https://www.federalregister.gov/documents/2023/01/09/2023-00110/joint-meeting-of-the-nonprescription-drugs-advisory-committee-and-the-anesthetic-and-analgesic-drug,Joint Meeting of the Nonprescription Drugs Advisory Committee and the Anesthetic and Analgesic Drug Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Commen
2023-01-11,2023-01-11,Cardiovascular and Renal Drugs Advisory Committee,,,,,False,short_lead,2023-00390,https://www.federalregister.gov/documents/2023/01/11/2023-00390/advisory-committee-cardiovascular-and-renal-drugs-advisory-committee-renewal-correction,Advisory Committee; Cardiovascular and Renal Drugs Advisory Committee; Renewal; Correction
2023-01-18,,Dermatologic and Ophthalmic Drugs Advisory Committee,,,,,False,no_meeting_date,2023-00795,https://www.federalregister.gov/documents/2023/01/18/2023-00795/joint-meeting-of-the-drug-safety-and-risk-management-advisory-committee-and-the-dermatologic-and,Joint Meeting of the Drug Safety and Risk Management Advisory Committee and the Dermatologic and Ophthalmic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for C
2023-01-24,2023-03-22,Peripheral and Central Nervous System Drugs Advisory Committee,,,,,True,,2023-01216,https://www.federalregister.gov/documents/2023/01/24/2023-01216/peripheral-and-central-nervous-system-drugs-advisory-committee-notice-of-meeting-establishment-of-a,Peripheral and Central Nervous System Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-01-24,,,,,,,False,no_meeting_date,2023-01219,https://www.federalregister.gov/documents/2023/01/24/2023-01219/advisory-committee-technical-electronic-product-radiation-safety-standards-committee-renewal,Advisory Committee; Technical Electronic Product Radiation Safety Standards Committee; Renewal
2023-01-26,2023-03-09,Oncologic Drugs Advisory Committee,,,,,True,,2023-01553,https://www.federalregister.gov/documents/2023/01/26/2023-01553/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-01-30,2023-03-20,Nonprescription Drugs Advisory Committee,,,,,True,,2023-01761,https://www.federalregister.gov/documents/2023/01/30/2023-01761/joint-meeting-of-the-nonprescription-drugs-advisory-committee-and-the-anesthetic-and-analgesic-drug,Joint Meeting of the Nonprescription Drugs Advisory Committee and the Anesthetic and Analgesic Drug Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Commen
2023-02-01,2023-04-04,,,,,,True,,2023-02095,https://www.federalregister.gov/documents/2023/02/01/2023-02095/science-advisory-board-to-the-national-center-for-toxicological-research-advisory-committee-notice,Science Advisory Board to the National Center for Toxicological Research Advisory Committee; Notice of Meeting
2023-02-01,2023-02-28,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2023-02096,https://www.federalregister.gov/documents/2023/02/01/2023-02096/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-02-07,,"Cellular, Tissue, and Gene Therapies Advisory Committee",,,,,False,no_meeting_date,2023-02499,https://www.federalregister.gov/documents/2023/02/07/2023-02499/advisory-committee-cellular-tissue-and-gene-therapies-advisory-committee-renewal,"Advisory Committee; Cellular, Tissue, and Gene Therapies Advisory Committee; Renewal"
2023-02-09,2023-03-07,Vaccines and Related Biological Products Advisory Committee,,,,,True,,2023-02742,https://www.federalregister.gov/documents/2023/02/09/2023-02742/vaccines-and-related-biological-products-advisory-committee-notice-of-meeting-establishment-of-a,Vaccines and Related Biological Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-02-13,2023-04-14,,,,,,True,,2023-02961,https://www.federalregister.gov/documents/2023/02/13/2023-02961/agency-information-collection-activities-proposed-collection-comment-request-food-and-drug,Agency Information Collection Activities; Proposed Collection; Comment Request; Food and Drug Administration Advisory Committees
2023-02-17,2023-04-19,,,,,,True,,2023-03370,https://www.federalregister.gov/documents/2023/02/17/2023-03370/anesthetic-and-analgesic-drug-products-advisory-committee-notice-of-meeting-establishment-of-a,Anesthetic and Analgesic Drug Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-02-17,2023-02-28,,,,,,True,,2023-03375,https://www.federalregister.gov/documents/2023/02/17/2023-03375/international-drug-scheduling-convention-on-psychotropic-substances-single-convention-on-narcotic,International Drug Scheduling; Convention on Psychotropic Substances; Single Convention on Narcotic Drugs; World Health Organization; Scheduling Recommendations; ADB-BUTINACA; Alpha-PiHP; 3-Methylmeth
2023-02-27,2023-03-16,,,,,,True,,2023-03971,https://www.federalregister.gov/documents/2023/02/27/2023-03971/antimicrobial-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request,Antimicrobial Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-03-01,2023-05-01,,,,,,True,,2023-04169,https://www.federalregister.gov/documents/2023/03/01/2023-04169/request-for-nominations-for-voting-members-for-the-patient-engagement-advisory-committee,Request for Nominations for Voting Members for the Patient Engagement Advisory Committee
2023-03-01,2023-04-17,Cardiovascular and Renal Drugs Advisory Committee,,,,,True,,2023-04170,https://www.federalregister.gov/documents/2023/03/01/2023-04170/request-for-nominations-for-individuals-and-consumer-organizations-for-advisory-committees,Request for Nominations for Individuals and Consumer Organizations for Advisory Committees
2023-03-02,2023-04-28,Oncologic Drugs Advisory Committee,,,,,True,,2023-04268,https://www.federalregister.gov/documents/2023/03/02/2023-04268/oncologic-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Oncologic Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-03-02,2023-04-26,,,,,,True,,2023-04270,https://www.federalregister.gov/documents/2023/03/02/2023-04270/blood-products-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request-for,Blood Products Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-03-02,2023-03-02,Nonprescription Drugs Advisory Committee,,,,,False,short_lead,2023-04271,https://www.federalregister.gov/documents/2023/03/02/2023-04271/joint-meeting-of-the-nonprescription-drugs-advisory-committee-and-the-anesthetic-and-analgesic-drug,Joint Meeting of the Nonprescription Drugs Advisory Committee and the Anesthetic and Analgesic Drug Products Advisory Committee; Cancellation
2023-03-07,2023-04-20,,,,,,True,,2023-04561,https://www.federalregister.gov/documents/2023/03/07/2023-04561/orthopaedic-and-rehabilitation-devices-panel-of-the-medical-devices-advisory-committee-notice-of,Orthopaedic and Rehabilitation Devices Panel of the Medical Devices Advisory Committee; Notice of Meeting
2023-03-10,,,,,,,False,no_meeting_date,2023-04550,https://www.federalregister.gov/documents/2023/03/10/2023-04550/mammography-quality-standards-act,Mammography Quality Standards Act
2023-03-10,2023-09-06,,,,,,True,,2023-04591,https://www.federalregister.gov/documents/2023/03/10/2023-04591/requirements-for-tobacco-product-manufacturing-practice,Requirements for Tobacco Product Manufacturing Practice
2023-03-10,2023-05-18,,,,,,True,,2023-04593,https://www.federalregister.gov/documents/2023/03/10/2023-04593/proposed-requirements-for-tobacco-products-manufacturing-practice-tobacco-products-scientific,Proposed Requirements for Tobacco Products Manufacturing Practice; Tobacco Products Scientific Advisory Committee; Notice of Meeting; Request for Comments
2023-03-13,2023-05-19,Gastrointestinal Drugs Advisory Committee,,,,,True,,2023-05066,https://www.federalregister.gov/documents/2023/03/13/2023-05066/gastrointestinal-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request,Gastrointestinal Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-03-13,2023-04-17,,,,,,True,,2023-05068,https://www.federalregister.gov/documents/2023/03/13/2023-05068/antimicrobial-drugs-advisory-committee-notice-of-meeting-establishment-of-a-public-docket-request,Antimicrobial Drugs Advisory Committee; Notice of Meeting; Establishment of a Public Docket; Request for Comments
2023-03-16,2023-04-17,,,,,,True,,2023-05358,https://www.federalregister.gov/documents/2023/03/16/2023-05358/request-for-nominations-from-industry-organizations-interested-in-participating-in-the-selection,Request for Nominations From Industry Organizations Interested in Participating in the Selection Process for Nonvoting Industry Representatives and Request for Nominations for Nonvoting Industry Repre
