ticker,ticker_source,target_cik,target_name,sic,sic_biotech,institutions,sc13d_new,sc13g_new,form4_all,form_amendment_count,form_other_count,total_events,first_event_date,accession_first_event,listing_status,form25_accession,form25_date
AVIR,submissions.tickers,0001593899,"Atea Pharmaceuticals, Inc.",2834,True,RA Capital,0,0,0,1,0,0,,,ACTIVE,,
CTMX,submissions.tickers,0001501989,"CytomX Therapeutics, Inc.",2834,True,RA Capital,0,0,0,1,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001616212,Trillium Therapeutics Inc.,2834,True,RA Capital,0,0,0,1,0,0,,,DELISTED,0001354457-21-001345,2021-11-17
ARDX,submissions.tickers,0001437402,"ARDELYX, INC.",2834,True,Deep Track;RA Capital,0,1,0,2,0,1,2022-09-12,0001172661-22-002087,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001693011,"Inozyme Pharma, Inc.",2834,True,Baker Bros;Deep Track;RA Capital,0,2,0,4,0,2,2022-04-18,0001172661-22-001138,DELISTED,0001354457-25-000600,2025-07-01
MLTX,submissions.tickers,0001821586,MoonLake Immunotherapeutics,2834,True,RA Capital,0,0,0,1,0,0,,,ACTIVE,,
CRIS,submissions.tickers,0001108205,CURIS INC,2836,True,RA Capital,0,0,0,1,0,0,,,ACTIVE,,
RXST,submissions.tickers,0001111485,"RxSight, Inc.",3851,False,OrbiMed;RA Capital,0,1,0,3,0,1,2022-02-11,0000947871-22-000211,ACTIVE,,
WHWK,submissions.tickers,0001422142,"Whitehawk Therapeutics, Inc.",2834,True,OrbiMed;RA Capital,0,0,0,2,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001838821,ARYA Sciences Acquisition Corp IV,6770,False,Farallon;RA Capital,0,0,0,4,0,0,,,DELISTED,0001354457-24-000541,2024-07-31
,,0001619841,Shah Rajeev M.,,False,RA Capital,0,0,3,0,0,3,2022-06-13,0001104659-22-070650,ACTIVE,,
,,0001865119,Stoppel Laura,,False,RA Capital,0,0,6,0,0,6,2022-06-17,0001209191-22-037887,ACTIVE,,
,,0001816523,Scheiner Zachary,,False,RA Capital,0,0,9,0,0,9,2022-06-10,0001209191-22-035834,ACTIVE,,
,,0001792061,DiRocco Derek,,False,RA Capital,0,0,12,0,0,12,2022-06-03,0000899243-22-020988,ACTIVE,,
,,0001690959,Resnick Joshua,,False,RA Capital,0,0,14,0,0,14,2022-05-10,0000899243-22-017502,ACTIVE,,
,,0001867539,Levin Andrew David,,False,RA Capital,0,0,7,0,0,7,2022-06-01,0001209191-22-033210,ACTIVE,,
,,0002020464,Tadvalkar Laura,,False,RA Capital,0,0,2,0,0,2,2024-04-30,0001610618-24-000062,ACTIVE,,
,,0001863094,Simson Jake,,False,RA Capital,0,0,17,0,0,17,2022-06-08,0001209191-22-035081,ACTIVE,,
,,0002085062,Reed Sarah Burgess,,False,RA Capital,0,0,1,0,0,1,2025-09-10,0001415889-25-024086,ACTIVE,,
,,0002137903,Celebi Breanna Maurine,,False,RA Capital,0,0,1,0,0,1,2026-07-01,0001193125-26-292640,ACTIVE,,
KYMR,submissions.tickers,0001815442,"Kymera Therapeutics, Inc.",2836,True,Baker Bros;Redmile,1,1,0,4,0,2,2023-02-14,0001104659-23-021478,ACTIVE,,
MDGL,submissions.tickers,0001157601,"MADRIGAL PHARMACEUTICALS, INC.",2834,True,Baker Bros;Deep Track,1,1,0,6,0,2,2022-05-19,0001172661-22-001503,ACTIVE,,
HOOK,submissions.tickers,0001760542,HOOKIPA Pharma Inc.,2834,True,Baker Bros;Deep Track;Redmile,1,2,0,5,0,3,2022-03-04,0001172661-22-001012,DELISTED,0001104659-25-071748,2025-07-29
VTVT,submissions.tickers,0001641489,vTv Therapeutics Inc.,2834,True,Baker Bros,1,0,0,0,0,1,2024-03-05,0001104659-24-031033,ACTIVE,,
TRDA,submissions.tickers,0001689375,"Entrada Therapeutics, Inc.",2834,True,Baker Bros;Redmile,1,2,0,3,0,3,2021-11-10,0001104659-21-137008,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001358403,"BELLICUM PHARMACEUTICALS, INC",2834,True,Baker Bros,1,0,0,1,0,1,2023-05-05,0001104659-23-056574,DELISTED,0001354457-23-000485,2023-07-10
IMCR,submissions.tickers,0001671927,Immunocore Holdings plc,2836,True,Baker Bros,1,0,0,8,0,1,2022-07-21,0000950142-22-002280,ACTIVE,,
ACAD,submissions.tickers,0001070494,ACADIA PHARMACEUTICALS INC,2834,True,Baker Bros,0,0,0,2,0,0,,,ACTIVE,,
INCY,submissions.tickers,0000879169,INCYTE CORP,8731,False,Baker Bros,0,0,0,6,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001060736,Seagen Inc.,2836,True,Baker Bros,0,0,0,4,0,0,,,DELISTED,0001354457-23-000938,2023-12-14
ONC,submissions.tickers,0001651308,BeOne Medicines Ltd.,2834,True,Baker Bros,0,0,0,3,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001584751,Talis Biomedical Corp,3826,False,Baker Bros,0,0,0,3,0,0,,,DELISTED,0001354457-24-000710,2024-09-20
NGNE,submissions.tickers,0001404644,Neurogene Inc.,2834,True,Baker Bros;Redmile,1,0,0,8,0,1,2023-07-27,0001104659-23-084840,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001496323,"IGM Biosciences, Inc.",2834,True,Baker Bros;Redmile,0,0,0,8,0,0,,,DELISTED,0001354457-25-000811,2025-08-14
KOD,submissions.tickers,0001468748,Kodiak Sciences Inc.,2836,True,Baker Bros,0,0,0,4,0,0,,,ACTIVE,,
PRLD,submissions.tickers,0001678660,Prelude Therapeutics Inc,2834,True,Baker Bros;OrbiMed,0,0,0,3,0,0,,,ACTIVE,,
SYRE,submissions.tickers,0001636282,"Spyre Therapeutics, Inc.",2834,True,Baker Bros;Deep Track;OrbiMed;Perceptive,0,3,0,8,0,3,2023-02-14,0001104659-23-021466,ACTIVE,,
DBVT,submissions.tickers,0001613780,DBV Technologies S.A.,2836,True,Baker Bros;Perceptive,0,0,0,2,0,0,,,ACTIVE,,
KNSA,submissions.tickers,0001730430,"Kiniksa Pharmaceuticals International, plc",2834,True,Baker Bros,0,0,0,1,0,0,,,ACTIVE,,
ALGS,submissions.tickers,0001799448,"Aligos Therapeutics, Inc.",2836,True,Baker Bros;Deep Track,0,2,0,1,0,2,2022-02-14,0001104659-22-022802,ACTIVE,,
GLUE,submissions.tickers,0001826457,"Monte Rosa Therapeutics, Inc.",2836,True,Baker Bros,0,1,0,0,0,1,2024-02-14,0001104659-24-023735,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001576263,"Mirati Therapeutics, Inc.",2834,True,Baker Bros;Perceptive,0,1,0,2,0,1,2024-02-14,0001104659-24-023741,DELISTED,0001354457-24-000023,2024-01-23
,미복구 · no 10-K/10-Q found,0001744659,"Akero Therapeutics, Inc.",2834,True,Baker Bros;Redmile,0,2,0,3,0,2,2023-02-14,0001104659-23-021467,DELISTED,0001354457-25-001233,2025-12-09
LONA,submissions.tickers,0001620463,"LeonaBio, Inc.",2836,True,Baker Bros;Perceptive,0,1,0,4,0,1,2024-02-14,0001104659-24-023744,ACTIVE,,
NRIX,submissions.tickers,0001549595,"Nurix Therapeutics, Inc.",2834,True,Baker Bros;Deep Track;Redmile,0,3,0,9,0,3,2022-02-14,0001104659-22-022826,ACTIVE,,
BMEA,submissions.tickers,0001840439,"Biomea Fusion, Inc.",2834,True,Baker Bros,0,1,0,1,0,1,2023-02-14,0001104659-23-021471,ACTIVE,,
STOK,submissions.tickers,0001623526,"Stoke Therapeutics, Inc.",2834,True,Baker Bros;Redmile,0,1,0,4,0,1,2024-11-14,0001104659-24-118991,ACTIVE,,
ABCL,submissions.tickers,0001703057,AbCellera Biologics Inc.,2834,True,Baker Bros,0,1,0,1,0,1,2024-02-14,0001104659-24-023719,ACTIVE,,
IMTX,submissions.tickers,0001809196,Immatics N.V.,2836,True,Baker Bros;Perceptive,1,1,0,3,0,2,2022-02-14,0001104659-22-022822,DELISTED,0001354457-25-000599,2025-07-01
,미복구 · no 10-K/10-Q found,0001860782,"2seventy bio, Inc.",2834,True,Baker Bros,0,1,0,1,0,1,2023-02-14,0001104659-23-021485,DELISTED,0001354457-25-000408,2025-05-13
,미복구 · no 10-K/10-Q found,0001629137,"Global Blood Therapeutics, Inc.",2834,True,Baker Bros;Deep Track;Perceptive,0,2,0,2,0,2,2022-02-14,0001104659-22-022818,DELISTED,0001354457-22-000558,2022-10-05
SGMT,submissions.tickers,0001400118,Sagimet Biosciences Inc.,2834,True,Baker Bros,0,1,0,1,0,1,2024-02-14,0001104659-24-023739,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001532346,"Atreca, Inc.",2834,True,Baker Bros;Redmile,0,1,0,1,0,1,2024-01-10,0001104659-24-003000,DELISTED,0001104659-24-036738,2024-03-20
CABA,submissions.tickers,0001759138,"Cabaletta Bio, Inc.",2836,True,Baker Bros;Redmile,0,1,0,2,0,1,2023-02-14,0001104659-23-021472,ACTIVE,,
REPL,submissions.tickers,0001737953,"Replimune Group, Inc.",2836,True,Baker Bros;Redmile,0,1,0,6,0,1,2023-02-14,0001104659-23-021475,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001513818,"Aravive, Inc.",2834,True,Baker Bros,0,1,0,1,0,1,2023-02-14,0001104659-23-021468,DELISTED,0001437749-24-002443,2024-01-29
,,0001651311,Merus N.V.,2834,True,Baker Bros,0,0,0,1,0,0,,,ACTIVE,,
CERS,submissions.tickers,0001020214,CERUS CORP,3841,False,Baker Bros,0,0,0,3,0,0,,,ACTIVE,,
VSTM,submissions.tickers,0001526119,"Verastem, Inc.",2834,True,Baker Bros;OrbiMed,0,1,0,6,0,1,2023-02-14,0000947871-23-000191,ACTIVE,,
AMRN,submissions.tickers,0000897448,AMARIN CORP PLC\UK,2834,True,Baker Bros,0,0,0,2,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001501134,Invitae Corp,8071,False,Baker Bros,0,0,0,1,0,0,,,DELISTED,0000876661-24-000106,2024-02-21
CKDXF,submissions.tickers,0001815620,Opthea Ltd,2836,True,Baker Bros,0,0,0,3,0,0,,,DELISTED,0001193125-25-273377,2025-11-10
BCRX,submissions.tickers,0000882796,BIOCRYST PHARMACEUTICALS INC,2836,True,Baker Bros,0,0,0,3,0,0,,,ACTIVE,,
HRTX,submissions.tickers,0000818033,"HERON THERAPEUTICS, INC. /DE/",2834,True,Baker Bros;Deep Track,0,1,0,3,0,1,2022-08-19,0001172661-22-002028,DELISTED,0001354457-11-000128,2011-06-03
,미복구 · no 10-K/10-Q found,0001621227,Adaptimmune Therapeutics PLC,2836,True,Baker Bros,0,0,0,1,0,0,,,DELISTED,0001104659-25-102828,2025-10-28
ZYME,submissions.tickers,0001937653,Zymeworks Inc.,2834,True,Baker Bros;Perceptive;Redmile,0,1,0,7,0,1,2022-10-17,0001104659-22-109394,DELISTED,0001193125-22-305914,2022-12-15
ALT,submissions.tickers,0001326190,"Altimmune, Inc.",2834,True,Baker Bros,0,0,0,1,0,0,,,DELISTED,0001144204-17-024770,2017-05-05
MREO,submissions.tickers,0001719714,Mereo BioPharma Group plc,2834,True,Baker Bros;OrbiMed,0,0,0,6,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001403752,Zymeworks BC Inc.,2834,True,Baker Bros;Perceptive;Redmile,0,1,0,2,0,1,2022-08-08,0001104659-22-087361,DELISTED,0000876661-22-000832,2022-10-13
,,0001087939,BAKER JULIAN,,False,Baker Bros,0,0,126,0,0,126,2021-09-09,0001638599-21-000706,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001822691,"GreenLight Biosciences Holdings, PBC",2836,True,Baker Bros,1,0,0,0,0,1,2023-06-08,0001193125-23-163625,DELISTED,0001354457-23-000521,2023-07-24
,미복구 · no 10-K/10-Q found,0001300699,"Athenex, Inc.",2834,True,Perceptive,1,0,0,2,0,1,2023-02-02,0001193125-23-022824,DELISTED,0001354457-23-000482,2023-07-10
,미복구 · no 10-K/10-Q found,0001092662,"CHEMBIO DIAGNOSTICS, INC.",2834,True,Perceptive,1,0,0,2,0,1,2023-04-07,0001193125-23-095377,DELISTED,0001354457-23-000304,2023-04-27
,미복구 · no 10-K/10-Q found,0001178879,"AMICUS THERAPEUTICS, INC.",2834,True,Perceptive;Redmile,1,1,0,8,0,2,2022-02-22,0001193125-22-048723,DELISTED,0001354457-26-000371,2026-04-27
,미복구 · no 10-K/10-Q found,0001805387,"Cerevel Therapeutics Holdings, Inc.",2834,True,Perceptive,1,0,0,2,0,1,2023-04-21,0001193125-23-110738,DELISTED,0001354457-24-000549,2024-08-01
TRIB,submissions.tickers,0000888721,TRINITY BIOTECH PLC,2835,False,Perceptive,1,0,0,2,0,1,2024-02-09,0001193125-24-030515,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001253176,VAPOTHERM INC,3841,False,Perceptive,1,0,0,2,0,1,2024-06-25,0001193125-24-168118,DELISTED,0000876661-23-000999,2023-12-18
LYRA,submissions.tickers,0001327273,"Lyra Therapeutics, Inc.",3841,False,Perceptive,0,0,0,5,0,0,,,DELISTED,0001193125-26-164179,2026-04-20
MGTX,submissions.tickers,0001735438,MeiraGTx Holdings plc,2836,True,OrbiMed;Perceptive,0,0,0,5,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001785345,"Landos Biopharma, Inc.",2834,True,Perceptive,0,0,0,6,0,0,,,DELISTED,0001354457-24-000356,2024-05-23
,미복구 · no 10-K/10-Q found,0000764195,VBI Vaccines Inc/BC,2834,True,Perceptive,0,0,0,3,0,0,,,DELISTED,0001354457-24-000661,2024-09-06
CRNX,submissions.tickers,0001658247,"Crinetics Pharmaceuticals, Inc.",2834,True,Deep Track;OrbiMed;Perceptive,0,0,0,7,0,0,,,DELISTED,0001354457-26-000839,2026-09-01
FBRX,submissions.tickers,0001419041,"Forte Biosciences, Inc.",2834,True,Farallon;OrbiMed;Perceptive,0,2,0,9,0,2,2023-08-10,0000908834-23-000094,DELISTED,0001354457-26-000824,2026-08-27
DTIL,submissions.tickers,0001357874,PRECISION BIOSCIENCES INC,2836,True,Perceptive,0,1,0,1,0,1,2024-03-14,0001193125-24-067909,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001358762,REATA PHARMACEUTICALS INC,2834,True,Perceptive,0,1,0,0,0,1,2023-03-07,0001193125-23-062652,DELISTED,0001354457-23-000700,2023-09-26
,미복구 · no 10-K/10-Q found,0001697532,"Applied Therapeutics, Inc.",2834,True,OrbiMed;Perceptive,0,1,0,5,0,1,2023-12-06,0001193125-23-289911,DELISTED,0001354457-26-000130,2026-02-03
OKUR,submissions.tickers,0001637715,"OnKure Therapeutics, Inc.",2834,True,Deep Track;Perceptive,0,2,0,1,0,2,2024-10-10,0001193125-24-236085,ACTIVE,,
AORT,submissions.tickers,0000784199,"ARTIVION, INC.",3841,False,Perceptive,0,1,0,0,0,1,2024-03-11,0001193125-24-065012,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001868734,"CinCor Pharma, Inc.",2834,True,Perceptive,0,1,0,0,0,1,2023-02-14,0001193125-23-038710,DELISTED,0001354457-23-000111,2023-02-24
AMLX,submissions.tickers,0001658551,"Amylyx Pharmaceuticals, Inc.",2834,True,Perceptive,0,2,0,2,0,2,2022-06-21,0001193125-22-177148,ACTIVE,,
IKT,submissions.tickers,0001750149,"Inhibikase Therapeutics, Inc.",2836,True,Perceptive,0,1,0,0,0,1,2024-10-22,0001193125-24-241067,ACTIVE,,
NUVL,submissions.tickers,0001861560,"Nuvalent, Inc.",2834,True,Perceptive,0,1,0,1,0,1,2024-01-02,0001193125-24-000689,DELISTED,0001354457-26-000693,2026-07-15
CTNM,submissions.tickers,0001855175,"Contineum Therapeutics, Inc.",2834,True,Perceptive,0,1,0,0,0,1,2024-04-15,0001193125-24-096240,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001966494,"CARGO Therapeutics, Inc.",2836,True,Perceptive,0,1,0,1,0,1,2023-11-14,0001193125-23-277115,DELISTED,0001354457-25-000828,2025-08-19
NVNO,submissions.tickers,0001661053,enVVeno Medical Corp,3841,False,Perceptive,0,1,0,5,0,1,2021-09-17,0001193125-21-276241,DELISTED,0001354457-23-000366,2023-05-26
EOLS,submissions.tickers,0001570562,"Evolus, Inc.",2834,True,Perceptive,0,1,0,2,0,1,2023-11-27,0001193125-23-283362,ACTIVE,,
INBX,submissions.tickers,0002007919,"Inhibrx Biosciences, Inc.",2836,True,Perceptive,0,1,0,0,0,1,2024-11-14,0001193125-24-259034,ACTIVE,,
IOVA,submissions.tickers,0001425205,"IOVANCE BIOTHERAPEUTICS, INC.",2836,True,Perceptive,0,1,0,4,0,1,2024-03-01,0001193125-24-056337,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001600132,"Bellerophon Therapeutics, Inc.",2834,True,Perceptive,0,1,0,1,0,1,2023-03-14,0001193125-23-069782,DELISTED,0001354457-23-000994,2023-12-27
,미복구 · no 10-K/10-Q found,0001805890,Fusion Pharmaceuticals Inc.,2836,True,OrbiMed;Perceptive,0,1,0,2,0,1,2024-01-19,0001193125-24-011292,DELISTED,0001354457-24-000389,2024-06-05
,미복구 · no 10-K/10-Q found,0001615055,IsoPlexis Corp,3826,False,Perceptive,0,1,0,3,0,1,2021-10-22,0001193125-21-305534,DELISTED,0001354457-23-000198,2023-03-21
BDSX,submissions.tickers,0001439725,BIODESIX INC,8071,False,Perceptive,0,1,0,0,0,1,2024-05-13,0001193125-24-137327,ACTIVE,,
COLL,submissions.tickers,0001267565,"COLLEGIUM PHARMACEUTICAL, INC",2834,True,Perceptive,0,0,0,1,0,0,,,ACTIVE,,
ADMA,submissions.tickers,0001368514,"ADMA BIOLOGICS, INC.",2836,True,Perceptive,0,0,0,4,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001322505,"ALBIREO PHARMA, INC.",2834,True,Deep Track;Perceptive,0,1,0,4,0,1,2022-10-03,0001172661-22-002111,DELISTED,0001354457-23-000140,2023-03-02
ANAB,submissions.tickers,0001370053,"ANAPTYSBIO, INC",2834,True,Deep Track;Perceptive,0,1,0,3,0,1,2023-10-02,0001172661-23-003268,ACTIVE,,
YARW,submissions.tickers,0001566044,"Yarrow Bioscience, Inc.",2834,True,Perceptive,0,0,0,1,0,0,,,ACTIVE,,
RCKT,submissions.tickers,0001281895,"ROCKET PHARMACEUTICALS, INC.",2834,True,Perceptive,0,0,0,1,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001410939,"IVERIC bio, Inc.",2834,True,Deep Track;Perceptive,0,1,0,4,0,1,2022-09-16,0001172661-22-002093,DELISTED,0001354457-23-000493,2023-07-11
TARS,submissions.tickers,0001819790,"Tarsus Pharmaceuticals, Inc.",2836,True,Perceptive,0,0,0,2,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001596946,Quotient Ltd,2835,False,Perceptive,0,0,0,2,0,0,,,DELISTED,0001193125-22-310604,2022-12-22
VRCA,submissions.tickers,0001660334,Verrica Pharmaceuticals Inc.,2834,True,OrbiMed;Perceptive,0,0,0,5,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001819724,Research Alliance Corp. II,6770,False,Perceptive,0,0,0,2,0,0,,,DELISTED,0001354457-22-000684,2022-12-06
OM,submissions.tickers,0001484612,"Outset Medical, Inc.",3845,False,Perceptive,0,0,0,1,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001773427,"SpringWorks Therapeutics, Inc.",2836,True,Deep Track;OrbiMed;Perceptive,0,1,0,7,0,1,2023-04-14,0001172661-23-001703,DELISTED,0001354457-25-000604,2025-07-01
CYPH,submissions.tickers,0001509745,CYPHERPUNK TECHNOLOGIES INC.,2834,True,Perceptive,0,0,0,3,0,0,,,ACTIVE,,
SCYX,submissions.tickers,0001178253,SCYNEXIS INC,2834,True,Perceptive,0,0,0,1,0,0,,,ACTIVE,,
ALDX,submissions.tickers,0001341235,"Aldeyra Therapeutics, Inc.",2834,True,Perceptive,0,0,0,5,0,0,,,ACTIVE,,
BBIO,submissions.tickers,0001743881,"BridgeBio Pharma, Inc.",2834,True,Perceptive,0,0,0,1,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001718852,"Prometheus Biosciences, Inc.",2834,True,Perceptive,0,0,0,2,0,0,,,DELISTED,0001354457-23-000406,2023-06-16
CHRS,submissions.tickers,0001512762,"Coherus Oncology, Inc.",2836,True,Perceptive,0,0,0,2,0,0,,,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001261249,AGILE THERAPEUTICS INC,2834,True,Perceptive,0,0,0,2,0,0,,,DELISTED,0001354457-24-000378,2024-06-03
KRRO,submissions.tickers,0001703647,"Korro Bio, Inc.",2834,True,Deep Track;Perceptive,0,1,0,2,0,1,2024-04-26,0001172661-24-001941,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001724979,Rain Oncology Inc.,2834,True,Perceptive,0,0,0,3,0,0,,,DELISTED,0001354457-24-000038,2024-01-26
,미복구 · no 10-K/10-Q found,0001671818,"Oncorus, Inc.",2834,True,Perceptive,0,0,0,1,0,0,,,DELISTED,0001354457-23-000491,2023-07-10
,미복구 · no 10-K/10-Q found,0001673772,"RAPT Therapeutics, Inc.",2834,True,Deep Track;Perceptive;Redmile,0,2,0,7,0,2,2022-06-03,0001104659-22-068166,DELISTED,0001354457-26-000226,2026-03-03
,미복구 · no 10-K/10-Q found,0001695357,"Provention Bio, Inc.",2834,True,Perceptive,0,0,0,1,0,0,,,DELISTED,0001354457-23-000303,2023-04-27
,미복구 · no 10-K/10-Q found,0001401395,Neptune Wellness Solutions Inc.,2834,True,Perceptive,0,0,0,2,0,0,,,DELISTED,0001354457-24-000298,2024-04-25
,,0001164426,EDELMAN JOSEPH,,False,Perceptive,0,0,99,0,0,99,2021-09-28,0001062993-21-008980,ACTIVE,,
,,0001727440,Stone Adam Leo,,False,Perceptive,0,0,6,0,0,6,2022-06-09,0001062993-22-014590,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001029142,DYNAVAX TECHNOLOGIES CORP,2834,True,Deep Track,1,1,0,2,0,2,2023-05-19,0001172661-23-002355,DELISTED,0001354457-26-000154,2026-02-10
SLN,submissions.tickers,0001479615,Silence Therapeutics plc,2834,True,Deep Track,0,1,0,2,0,1,2022-08-22,0001172661-22-002030,ACTIVE,,
NUVB,submissions.tickers,0001811063,Nuvation Bio Inc.,2834,True,Deep Track,0,1,0,1,0,1,2022-06-23,0001172661-22-001537,DELISTED,0000876661-26-000118,2026-02-10
PLRX,submissions.tickers,0001746473,"PLIANT THERAPEUTICS, INC.",2834,True,Deep Track;Redmile,0,2,0,4,0,2,2023-03-20,0001172661-23-001545,ACTIVE,,
IVVD,submissions.tickers,0001832038,"Invivyd, Inc.",2836,True,Deep Track,0,1,0,1,0,1,2024-02-12,0001172661-24-000706,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001831363,"Terns Pharmaceuticals, Inc.",2834,True,Deep Track;OrbiMed,0,1,0,6,0,1,2023-07-28,0001172661-23-002664,DELISTED,0001354457-26-000405,2026-05-05
ENGN,submissions.tickers,0001980845,enGene Therapeutics Inc.,2836,True,Deep Track,0,1,0,0,0,1,2024-02-23,0001172661-24-001669,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001556263,"Syros Pharmaceuticals, Inc.",2834,True,Deep Track,0,1,0,0,0,1,2022-09-19,0001172661-22-002095,DELISTED,0001193125-25-050859,2025-03-10
KROS,submissions.tickers,0001664710,"Keros Therapeutics, Inc.",2834,True,Deep Track;OrbiMed,0,1,0,4,0,1,2021-12-30,0001172661-21-002445,ACTIVE,,
OCUL,submissions.tickers,0001393434,"OCULAR THERAPEUTIX, INC",2834,True,Deep Track,0,1,0,0,0,1,2023-12-22,0001172661-23-004087,ACTIVE,,
,,0001990550,"Ambrx Biopharma, Inc.",2836,True,Deep Track,0,1,0,2,0,1,2023-11-02,0001172661-23-003593,ACTIVE,,
ASMB,submissions.tickers,0001426800,"ASSEMBLY BIOSCIENCES, INC.",2834,True,Deep Track,0,1,0,2,0,1,2021-10-12,0001172661-21-002028,ACTIVE,,
AGEN,submissions.tickers,0001098972,AGENUS INC,2836,True,Deep Track,0,1,0,3,0,1,2022-04-08,0001172661-22-001085,ACTIVE,,
IMVT,submissions.tickers,0001764013,"Immunovant, Inc.",2836,True,Deep Track,0,1,0,2,0,1,2022-02-11,0001172661-22-000395,DELISTED,0001354457-20-000251,2020-06-15
AUTL,submissions.tickers,0001730463,Autolus Therapeutics plc,2836,True,Deep Track,0,1,0,3,0,1,2022-12-19,0001172661-22-002614,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001808158,Repare Therapeutics Inc.,2834,True,Deep Track;OrbiMed;Redmile,0,1,0,9,0,1,2021-10-29,0001172661-21-002073,DELISTED,0001354457-26-000100,2026-01-28
,미복구 · no 10-K/10-Q found,0001492422,"Apellis Pharmaceuticals, Inc.",2834,True,Deep Track,0,1,0,1,0,1,2024-11-22,0001172661-24-005353,DELISTED,0001354457-26-000449,2026-05-14
IMUX,submissions.tickers,0001280776,"IMMUNIC, INC.",2834,True,Deep Track,0,1,0,2,0,1,2022-10-20,0001172661-22-002221,ACTIVE,,
ABVX,submissions.tickers,0001956827,Abivax S.A.,2834,True,Deep Track,0,1,0,1,0,1,2023-10-30,0001172661-23-003538,ACTIVE,,
EDIT,submissions.tickers,0001650664,"Editas Medicine, Inc.",2836,True,Deep Track,0,1,0,1,0,1,2023-08-04,0001172661-23-002763,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001564824,Allakos Inc.,2834,True,Deep Track;Redmile,0,2,0,4,0,2,2022-09-30,0001172661-22-002100,DELISTED,0001354457-25-000422,2025-05-15
,미복구 · no 10-K/10-Q found,0001640455,"Jounce Therapeutics, Inc.",2836,True,Deep Track;OrbiMed,0,2,0,4,0,2,2021-09-01,0001172661-21-001908,DELISTED,0001354457-23-000336,2023-05-04
GH,submissions.tickers,0001576280,"Guardant Health, Inc.",8071,False,Deep Track,0,2,0,1,0,2,2024-04-12,0001172661-24-001836,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001434868,"Esperion Therapeutics, Inc.",2834,True,Deep Track,0,1,0,1,0,1,2021-12-09,0001172661-21-002426,DELISTED,0001354457-26-000668,2026-07-13
DFTX,submissions.tickers,0001813814,"Definium Therapeutics, Inc.",2833,False,Deep Track,0,1,0,0,0,1,2024-03-15,0001172661-24-001691,ACTIVE,,
CNTX,submissions.tickers,0001842952,Context Therapeutics Inc.,2834,True,Deep Track,0,1,0,0,0,1,2024-05-10,0001172661-24-002164,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001435049,"CHINOOK THERAPEUTICS, INC.",2834,True,Deep Track;Farallon,1,1,0,1,0,2,2022-02-16,0001172661-22-000986,DELISTED,0001354457-23-000573,2023-08-11
PASG,submissions.tickers,0001787297,"Passage BIO, Inc.",2836,True,Deep Track;OrbiMed,0,1,0,5,0,1,2021-10-25,0001172661-21-002057,ACTIVE,,
AUPH,submissions.tickers,0001600620,Aurinia Pharmaceuticals Inc.,2834,True,Deep Track,0,1,0,1,0,1,2022-10-28,0001172661-22-002260,ACTIVE,,
,미복구 · no 10-K/10-Q found,0001827087,"Vigil Neuroscience, Inc.",2836,True,Deep Track,0,1,0,2,0,1,2022-08-22,0001172661-22-002029,DELISTED,0001354457-25-000762,2025-08-05
,미복구 · no 10-K/10-Q found,0001595585,"Tricida, Inc.",2834,True,Deep Track;OrbiMed,0,1,0,2,0,1,2021-11-17,0001172661-21-002410,DELISTED,0001354457-23-000148,2023-03-03
